Geneid,IC1,IC2,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1,PD_121_R10_S05#,PD_121_R11_S05#,PD_121_R12_S05#,PD_121_R13_S05#,PD_121_R14_S05#,PD_121_R15_S05#,PD_121_R16_S05#,PD_121_R5_S05#2,PD_121_R6_S05#2,PD_121_R7_S05#2,PD_121_R8_S05#2,PD_121_R9_S05#2,PD_122_R10_S05#,PD_122_R11_S05#,PD_122_R12_S05#,PD_122_R13_S05#,PD_122_R14_S05#,PD_122_R15_S05#,PD_122_R16_S05#,PD_122_R5_S05#2,PD_122_R6_S05#2,PD_122_R7_S05#2,PD_122_R8_S05#1,PD_122_R9_S05#2,PD_123_R10_S05#,PD_123_R11_S05#,PD_123_R12_S05#,PD_123_R13_S05#,PD_123_R14_S05#,PD_123_R15_S05#,PD_123_R16_S05#,PD_123_R5_S05#1,PD_123_R6_S05#1,PD_123_R7_S05#1,PD_123_R8_S05#1,PD_123_R9_S05#1
b0011,2.475599228193441,2.795119538497302,2.736374618206214,2.784861686038739,2.888248052931275,2.8664867055531373,2.6308077043437366,3.0564947178813555,2.6173452314606855,2.7449836060408335,2.764639957847179,2.570517491815649,2.3533642647935222,2.5915365557766212,2.5972370723463576,2.3500166860974026,2.626941854207729,2.9231364241663407,2.5644691085005604,2.8935445998065727,2.9019121218044366,2.8020115246878468,2.567665087566547,2.8791847830293675,2.7922138509762076,2.423558157549269,2.5954404116279317,2.5839401347004376,2.289399946986478,2.705192810947056,2.682001819543136,2.40176741860299,2.7800008104086835,2.6879298432095204,2.6661196554173534,2.900805228337576,2.6829756385505608,2.6267421099196557,2.2303127427261034,2.460324322036066,1.9073531362430236,2.612574604399814,2.4123982323507773,3.15174441300029,2.906774638271507,2.654968035415481,2.5411258919662494,2.648871143123714,2.6285287611951107,2.2207558669415097
b0012,0.7400357229051104,0.0,0.6041360807007585,0.6691744051646912,0.848536851889019,0.6579303913270921,0.9842191204930535,1.2290742481627026,1.349280906583015,0.5974521225269275,0.22687331289395193,0.42826293098804225,0.235848184334127,0.0,0.6383748239162144,0.66236383322243,0.26322230786680456,1.337710557063106,0.7693671999721139,0.0,0.7805985458641589,0.6309177313059757,0.6133446737934376,0.9515728528392032,0.637651634241018,0.4396330916680291,0.24518931510366462,0.673637187633872,0.8608521396157114,0.4278006091338979,0.6140960895397423,1.262301481545617,0.6218563400659991,0.6396823399700917,0.0,0.8284328877648128,0.8784958701901047,0.23493424307132355,0.4584959560277837,0.474236753449715,0.4897371373369606,0.42399432310316043,0.7541996210834097,3.6837930324766512,0.2432120067186409,0.7719975540195909,0.23517153664413773,0.7556898802657788,0.2404139867925706,0.7800646266149078
b0013,1.0038366411664175,0.8650918643181719,1.4137123152791276,1.8466802391675978,1.766392212227459,1.3884040071972537,1.8409907035570543,1.9127034537336147,1.6274195282598285,0.49613882352162864,1.0156226079836617,1.026330724131972,1.0465561436778996,0.8829225154682867,1.079394785163244,0.7648628233903053,0.9714057865289781,0.26743576975901934,0.5086448485332044,1.5308621374882663,1.6569677830832261,0.5249059703366006,1.0423665829808462,0.5343708175895857,1.0783292359794394,0.714809817169892,0.9177691829519418,0.3080529364453116,0.5749893019386174,0.5000040559897254,0.8867124045413698,0.7043863875340672,1.1973933538759596,1.3574737525253568,1.067743602976321,1.1134558924022901,0.32370125071114686,0.8866631865919634,0.7427783351098664,1.2636709268107011,0.7887192911454355,0.8638819063831548,1.2880990798127208,1.6835440163922275,0.5267698188342094,1.04365862989585,0.7113786473490972,1.1629768360030694,0.9033404188495487,0.0
b0014,8.816225085224234,8.931682715503102,9.347222014629855,10.182507489657997,10.14504222406982,10.203486294286366,10.241884977184412,9.981437295051798,10.053215854729155,9.208984683996475,9.34061783558032,9.27355458727454,9.335756883001052,9.473496977133136,10.323103688755506,9.51893321792355,9.31405295731624,9.470749203534139,9.653037879432446,9.976298787563131,10.301702094365487,9.139544872849122,9.389714713780059,9.208443590102322,9.649488059696415,10.079707260147957,10.37868426653748,9.534613893984714,9.195808300187439,9.183424563824282,9.474677662423469,9.964007579485118,10.156220591243596,8.947932095450579,9.355524565088084,9.12747352505537,9.433189762472976,10.045361555610105,10.396939038008258,9.484280778489632,9.331724771129279,9.337228832272087,9.604461734735041,12.500269389346219,10.015068682720088,9.182393222406628,9.545898236075447,9.342075300678133,9.609172461165505,9.95928413134518
b0015,6.496323811787808,6.618999657673077,7.030843555761334,7.643172103235056,7.773386639011583,7.781322889919116,7.674442928324805,7.5210999228386735,7.6217753136974045,7.0195652511872115,7.211724812817703,7.132419789025541,7.241667779719902,7.262033276817978,7.6316201829573505,7.214062892512466,7.032027006388606,7.170102029835947,7.242804706013384,7.698716033645283,7.822790681546454,6.978273472920962,7.058214200398615,7.0364439691411205,7.341718315210479,7.474863446012182,7.454583468563761,7.303861682987112,7.010264986116196,7.004648519803029,7.27874474106183,7.562693197965797,7.515077727957052,6.993666990233921,7.222018072262621,7.166646666719798,7.206808865537789,7.542477534114379,7.528142121476505,7.197171997867449,7.130522735904815,7.131037772148991,7.245186320836342,10.734147995110723,7.527120947001748,7.0656263818240825,7.061004943360665,7.18645894794218,7.302431611319293,7.382029680152888
b0016,5.363415205513628,5.075999389387413,5.441820880837848,6.9592817071764514,6.9691279149348,7.113826721311739,6.6091479100647055,6.776995659646594,6.770048885181774,5.252221535972375,5.344630145176239,5.252662506746707,5.363551413434852,5.330523959916086,5.451993803059395,7.736595044437636,7.7957725398275866,5.534671903359277,5.561391782606408,5.457326550174891,5.672300003133211,5.175158931636214,5.363745528468089,5.493313937438588,5.423067756329254,5.351353650937897,5.414757828995271,7.812612035176852,7.682728668646208,5.5698249019659976,5.638344987537664,5.6176391808737876,5.6690971539580595,5.2212463276911585,5.278461557270277,5.28939926134166,5.2011682700565505,5.531488077796285,5.398010167767936,7.7916958482128456,7.773994105282037,5.465554842227156,5.536904952958881,9.004310753249865,5.686897786337751,5.209363903253244,5.3914123702424215,5.521726275742575,5.47731822640027,5.451154755370969
b0018,3.519762045800038,3.68725883911649,4.6708927211686815,4.9134723642913425,5.40016154486858,5.644777677336854,4.905848162373863,4.922684696960222,4.911937284775017,5.255609527869061,5.0060713508482575,4.817355179774281,5.133982849898811,5.294846552370235,5.666912371808476,4.633607314610586,4.418299958758399,5.876258209871002,5.909397779226554,4.353021726397763,4.358973850004628,5.571323808457567,5.572655570858945,6.17650997056833,5.664928767825838,5.2360955135420255,5.58973121023152,4.7391923389115655,4.380694120106544,5.789772840625778,5.782149273668024,4.636577940501576,4.829614436190555,5.037954693085765,5.5572072141792175,6.3298931153706866,6.044490657768417,5.076520080470976,5.411362289235827,4.609855552425769,4.462490751452311,5.598089139750304,5.863233585520439,5.85002356024979,4.268532099096031,4.948944918622764,4.891495118161022,5.732777770185241,5.828171186970351,5.213392647799314
b4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0019,6.70710180705919,7.450969421177938,7.062786633319599,6.476855865506879,6.617629165732827,6.422623463267357,6.157796216788896,6.096211497056693,6.074557918276836,7.529395908978957,7.478739268990462,7.545467253641406,7.2141169553458795,7.294544105794896,6.461919327627428,5.038647124214688,5.101911920157641,6.976061863166479,6.886142948191411,8.180148666751279,7.841226335975047,7.649709746342768,7.409459761292117,7.148534281465621,6.787661538074931,6.896911011337037,6.312131555218825,4.9877970880953075,5.278381850723415,7.0834619033268496,6.997322033671023,8.495858763455173,7.77806180895564,7.363427116552021,7.260376480401774,7.06110127922672,6.764491060960644,6.8685493769812505,6.2904983482690175,5.167013890026396,5.252316207645138,6.840551592602195,6.867264009315003,6.128969751140836,7.73972985178138,7.447098570593511,7.155471200115325,6.870006658024786,6.96923472817778,7.035907151839078
b0020,6.290883350259942,6.249707578451027,6.042395869297609,6.055965924037115,5.9464255309268,6.068751560324415,5.860294153671699,5.665390387561633,5.679012804706394,6.1022627696570115,6.124889010520781,6.1381249701614475,6.06037391160684,6.06883314514728,5.465702610725993,5.0161482796314125,5.216579901627583,5.717577058207551,5.811899155034464,6.8411760969759206,6.749100583111183,5.936030662694724,5.825349637036264,5.560502236742015,5.655125876366845,5.668989036377493,5.3696364256399525,5.02692344932833,5.192577881414364,5.736298554806954,5.785910839834514,6.815229587005988,6.6937359065705975,5.7989640944067915,5.8758346854497105,5.876235773595976,5.567989842901532,5.7404452509524555,5.351738768917409,5.059999749437738,5.246682976089419,5.751440836271943,5.700934699365031,5.471494424685208,6.801131432220662,6.0002727258438675,5.919995050660203,5.791258915374893,5.6723428824127184,5.785298814947041
