Geneid,IC1,IC2,PD_117_R10_S05#,PD_117_R11_S05#,PD_117_R12_S05#,PD_117_R13_S05#,PD_117_R14_S05#,PD_117_R15_S05#,PD_117_R16_S05#,PD_117_R5_S05#1,PD_117_R6_S05#1,PD_117_R7_S05#1,PD_117_R8_S05#1,PD_117_R9_S05#1,PD_121_R10_S05#,PD_121_R11_S05#,PD_121_R12_S05#,PD_121_R13_S05#,PD_121_R14_S05#,PD_121_R15_S05#,PD_121_R16_S05#,PD_121_R5_S05#2,PD_121_R6_S05#2,PD_121_R7_S05#2,PD_121_R8_S05#2,PD_121_R9_S05#2,PD_122_R10_S05#,PD_122_R11_S05#,PD_122_R12_S05#,PD_122_R13_S05#,PD_122_R14_S05#,PD_122_R15_S05#,PD_122_R16_S05#,PD_122_R5_S05#2,PD_122_R6_S05#2,PD_122_R7_S05#2,PD_122_R8_S05#1,PD_122_R9_S05#2,PD_123_R10_S05#,PD_123_R11_S05#,PD_123_R12_S05#,PD_123_R13_S05#,PD_123_R14_S05#,PD_123_R15_S05#,PD_123_R16_S05#,PD_123_R5_S05#1,PD_123_R6_S05#1,PD_123_R7_S05#1,PD_123_R8_S05#1,PD_123_R9_S05#1
b1096,5.598465774900403,5.426161409754087,5.307030000465639,5.3704129713814615,5.361549315105229,5.255933111543861,5.282316378026216,5.428047515073493,5.317946401163358,5.245610910329535,5.563353938680185,5.536471733916003,5.6164239395955775,5.574008299854921,5.736551378477864,5.6184984613191915,5.951577241246969,5.471869404426214,5.456326102004674,5.610861788569066,5.7600132516159235,5.343595851492471,5.329314765121022,5.442194062315422,5.551781664419639,5.3900554350665075,5.218570639852559,5.849311279858946,5.9099463471592495,5.511972076967678,5.616835316303111,5.540099303385817,5.732298102120342,5.483690309565303,5.472735820919556,5.546301272633154,5.496487607070108,5.4375816821279646,5.667643980476727,5.654989219627615,5.721826824325818,5.388669749008679,5.266545910976921,5.378821900149597,5.6791925146571565,5.496854419490709,5.205746991991866,5.521070565543411,5.362708903263289,5.435608576916788
b1097,5.731682265893613,5.316962484585104,5.627193147683562,5.7141005879515125,5.717989350495763,5.663502075312972,5.6699545790295645,5.849271327916168,5.799375229830303,5.559085097761635,5.484413222504658,5.699923026006132,5.818459977528607,5.747292710831505,5.849816397904712,5.947531894523124,5.849824042561997,5.550861442714404,5.671121059144587,5.960213175514534,5.900676452314258,5.476395456331671,5.477132518484765,5.517735672008799,5.571665197259015,5.606688177298141,5.649490292042827,5.908971571475862,5.978057988761962,5.727476517973715,5.67938463074355,5.776799038637091,6.0725933881566805,5.443004801119623,5.609473103007153,5.501981053155856,5.4859474264043175,5.669786551696458,5.7055894273512635,5.856643990359891,5.901058499988281,5.627820567246524,5.576901646875965,6.115012422023744,6.120330258371541,5.4850112705896255,5.494214621777526,5.647907338182822,5.860830443044304,5.79704896610022
b1098,6.213090181746472,6.185307751451973,6.049247139154966,6.644310726738854,6.636539091886007,6.5859313006248605,6.5750794803857415,6.594687208487527,6.788652721770999,6.214783781044778,6.096406093538223,6.2839173186495,6.295983548433672,6.208520402143435,6.099160637447769,6.286208788717738,6.363983030086609,6.041834803277816,5.9432866271017515,6.652494196681321,6.592532419486491,6.181155682373081,6.158937333259148,5.985504622379764,6.149409256598906,6.110554196222266,5.873726032978311,6.345840840983748,6.359076571918843,5.9875938260229775,6.257644645611894,6.618907405321917,6.389003180976079,6.314089694958346,6.140874729447239,6.286827579656496,6.045679319150924,6.0632588986330616,5.938341744567925,6.4336007682034655,6.429850208211401,6.130357842857902,5.95908778620244,6.518990172978387,6.651455766566956,6.100770828090718,6.084892761531611,6.067301953345519,6.0368118034809495,6.014776939837
b1099,5.86506670832497,5.626841394756877,5.605860159415514,6.171179570788064,6.153368830153123,6.265093713155544,6.130659607086729,6.307199436522001,6.362947199277657,5.708010055171579,5.762395729758891,5.576322223184883,5.68166871521117,5.745241693509012,5.538732950415538,5.890604905692875,5.811764928229939,5.612693157360579,5.408695558765009,6.142262395091559,6.004024743873482,5.742093250435274,5.702372818000175,5.539993884299744,5.3209174135513635,5.588527449414377,5.55873048422338,5.8260992805989575,5.906918222636943,5.4172068325730205,5.517822946429359,6.0522335113366985,6.0342380101001805,5.462156642000215,5.680021080463913,5.410982554660079,5.407984814825491,5.603961730758242,5.363258877679791,5.801333902546841,6.143250098080045,5.474114779512314,5.5568960561375125,6.563830927320479,6.140137031866751,5.515461523724265,5.6231576374037955,5.62758861105824,5.563757331633655,5.620856430760985
b1100,7.833843378817009,7.362212686388174,8.30012105042626,7.59552452274549,7.457912565851743,7.656924184652513,7.349169547180907,7.324463307738641,7.266310638980531,8.406348539489029,8.409565539513999,8.392266283796625,8.176717352118207,8.140803059358571,7.393266119820991,6.043074094723561,6.268011650947543,8.11257893738957,8.005288371754197,8.535537219360817,8.129447609024245,8.195780233628149,7.95886470604258,7.796162834369322,7.7784231874553695,7.942274697766502,7.3774870648740825,5.806516326200815,6.06834763520191,8.222437661393657,8.054590658556016,8.716517425026273,8.014672008531734,8.165578260518819,8.233992991684465,7.674352660770094,7.481416559753859,8.05623628146501,7.537441079833775,6.0840642835579954,6.137855597994892,8.255531811010623,8.245919532916924,7.18496667716584,8.19306776776798,8.38939669679185,8.199484244861745,8.079425300131277,8.149975668043268,8.181241567688549
b1101,9.439892530201877,9.25418021291709,8.872066026828604,10.422721392899145,10.507480252331842,10.572996047399233,8.852485532552947,9.835837144537155,9.951343522170724,8.845230417964824,8.82913822186895,8.797628363451668,8.860364160992756,8.88269129648859,7.790807892793813,11.313864281336656,10.909840649488247,9.019362910115937,9.018134929254302,9.131391681686225,7.554788319230475,8.639021722736759,8.723755084685207,8.9900255146486,8.725161638893043,9.242098179536491,7.99552939736497,11.282847002011124,10.937515090621888,8.967820602335498,9.071037458118873,9.589474496691132,7.725376628095019,8.708172884339582,8.588042744558427,8.834252695766592,8.55713460024195,9.415046675276594,7.795206019317782,11.34220925507409,11.211761628817003,9.07195588522837,9.130523299323473,6.996055271497229,7.681660270676494,8.773870373332956,8.755500131689438,9.076734911321632,8.901661142199284,9.464570062867065
b1102,8.752124360880975,7.880609946016525,5.863097961844185,2.9572943585235882,3.0271136845197915,2.898042476387099,3.1112894713967387,2.9510144352230454,3.0678378907284736,6.168532307610507,6.176935141289578,6.153364754697863,5.742455319898576,5.735905947502398,3.765366247319082,3.042839959018454,2.610723332014132,5.268710126435376,5.0568194806023214,5.510122954607176,4.767921912844882,5.838967557696595,5.019302995727043,5.1776746882571585,4.0116562683592,4.679608579361281,3.474180865594732,3.0390207666394558,2.4784579818600223,5.458567416516443,5.0928334015667,5.556360139733752,4.57289977006184,5.86927303299258,5.207943837519065,4.852445296355633,4.051654917497728,4.5562879422019265,3.438030559451465,3.0898200186329463,2.5468633195851567,5.4885494416723395,5.027725599261253,4.3833921167942,4.431527414790817,5.965315531987683,5.264656151511283,5.3692250547688,4.6682389527879895,4.677530939384882
b1103,8.579680007786,8.729573352313404,8.581848849335769,8.332455540376818,8.349097941169928,8.149236362270289,8.360977141106662,8.215785442782666,8.216560771991192,8.578921700768829,8.579817661734621,8.647780684149689,8.604252821885721,8.554973003804879,8.061978728576133,8.184858951423916,8.161599644157992,8.310255725293805,8.18766124685905,9.013620286854254,9.046220254777856,8.276370704123893,8.410487521403544,8.128793956011991,8.06939667901145,8.304980115744138,8.172917364933781,8.212571091808798,8.276313884995009,8.409438317278763,8.256956615710711,9.153883153423557,9.099425470199039,8.376966354662466,8.450142636402763,8.063557775801032,8.197711724304146,8.431622633234527,8.288237195503696,8.296454708922177,8.325323097373158,8.385667184900395,8.340175491149136,6.523790992069239,9.104809124614397,8.63809712463986,8.596212212378193,8.254442875583857,8.191351505213547,8.477113065197626
b1104,8.060978445733202,8.20439395237317,8.073366138565463,7.7915031051332235,7.676460039252681,7.649919539014863,7.81783027937655,7.687645135986011,7.82575818404115,8.097321622418626,8.020047173743903,8.074756487981412,8.047156480696218,8.01291477698146,7.782742238710285,7.741526661217742,7.654427191565945,7.808855299876949,7.6971454011727225,8.592047337974943,8.533867339286799,7.996447245520211,8.029057094288387,7.560791590518989,7.726592591344684,7.974713519963028,7.744201693405362,7.676101915851282,7.805490961969493,7.902815359372588,7.7465511394860425,8.607001373846945,8.601819021675604,7.912016873208625,7.931393143577309,7.569910784107284,7.593626454339128,7.738785978754059,7.754924348812226,7.7609741585744,7.776512406832212,7.768106667003458,7.8489516546899125,6.1377531341847575,8.639558957776158,8.12031870865004,8.13552619733568,7.684311047121433,7.777766666339715,8.024294529689625
b1105,8.317359727777717,8.031542001243503,8.03064427948646,7.61970871723651,7.667407726469751,7.708799206443327,7.67700145457356,7.56854440020631,7.55151004701089,7.946693425604079,7.999971753540138,7.9403180940819444,7.774350386007462,7.982259665537867,7.524652097667737,7.466363248214895,7.390802924385412,7.743345588181359,7.731988058843407,8.561529304771662,8.455715940356557,7.846882030820464,7.856400493270431,7.494281232335896,7.640896329842591,7.7409381362262515,7.470986122196459,7.398587716055022,7.41436423142721,7.488661850159536,7.585414516859155,8.50543531227659,8.286516409627184,8.070400210385694,7.8850002943846915,7.453415964645944,7.3586344380710305,7.850106370359143,7.440904279951353,7.428935958787937,7.431722346451801,7.6345699984396855,7.676065626245667,6.518990172978387,8.39888492080019,7.979396178776308,7.905087847646539,7.6686620883082695,7.649094018945209,7.7448903579851915
b1106,5.900367028141867,5.5224165952836275,5.837119981716093,6.037045364017366,6.089477142723826,5.968322557697635,6.011347002534878,6.213118306515894,6.06594557428429,5.770701556872122,5.767401248970779,5.657471498526095,5.881677326606322,5.786078022784749,5.6924004118792855,5.726417893431207,5.7406595240730205,5.409133912648013,5.594343536552837,6.33030066807349,6.355348463065717,5.593562421392232,5.725546554589617,5.336078261836787,5.595916224242033,5.679864611971139,5.529165879538803,5.584218923147209,5.7485627268182835,5.380889797883648,5.5140476103284195,6.203960916369621,6.256321471768501,5.617663718835518,5.834690592117818,5.491382773065806,5.56770381398753,5.536786257802264,5.644877987551281,5.481390458499598,5.712333817240245,5.471528894736345,5.4521551661921395,4.782864018410484,6.391763590055899,5.8080118637415605,5.697571891936956,5.610441932564976,5.555808905942151,5.55620145130198
b1107,7.099251235892326,7.012146584901631,6.96383223785811,7.198940982578961,7.074529737526743,7.106971421327607,7.253774270228853,7.217304789986697,7.231666050342723,6.989211017596415,7.030244199560766,6.9976795011660045,7.020108397568704,6.91829170118547,6.724557772584837,6.747458329640344,6.781786062096511,6.7212782325581175,6.758773278872285,7.554354235034037,7.433674891351456,6.792145199352598,6.74918291458451,6.517368432649195,6.805255698341283,6.848582267336161,6.601181922806539,6.745108487260584,6.841144796746372,6.822293567054692,6.825672107124808,7.394194737060768,7.426392544680518,6.878338596413319,6.973861007060252,6.625638463640203,6.570289900886415,6.796505125381906,6.656173740163652,6.685736760906251,6.940906531836805,6.706089957354626,6.76592292359952,7.101684380080627,7.4687053284265765,6.99760026782334,6.908945597833074,6.8099414875198905,6.740215187063766,6.732219025838698
b1108,8.090577870191064,7.951014878259935,7.87543497917643,7.937873926942182,7.890611750418819,7.917822075947251,8.232611068216103,8.264957216933121,8.101242747964047,7.8308969518685645,7.820967844967256,7.820431188575732,7.740400989626582,7.700268499255396,7.636127909777747,7.156605174076368,7.490145933493102,7.862058463747582,7.988769090422394,8.42602969229786,8.302224574785564,7.761721143311103,7.80955694940809,7.617961623960565,7.763050368522339,7.523771827878681,7.454702830701313,7.301662806269372,7.290793584840859,7.7426346926524445,7.813747447740887,8.233609913751076,8.115572804101358,7.667198460419362,7.777783289277656,7.54749947731388,7.61693625104231,7.610125418767094,7.587662122886618,7.22963671128505,7.3762868109391455,7.809724887679222,7.749481403681576,8.893239742395162,8.224627871857699,7.7791567240183905,7.878754818592385,7.68455970271053,7.657664496654209,7.7127659041784975
b1109,8.48351480586337,7.970232962168955,5.8041610960280705,6.152007563506337,6.146678140322207,6.195798527184187,6.726852239199961,6.503791687937373,6.539382243094375,5.809674403121046,5.881820362201917,5.890106351464641,6.0505113399334745,6.084625318640154,7.179787670204332,5.827003454396053,6.423370112611647,5.61766342364121,5.697676478744782,6.0773799872989,6.480383326053406,5.610917615043103,5.776067766890691,5.202659981099868,5.821228875893616,6.899818990116579,6.693733418956281,5.8967903785818265,6.231876549415341,5.472023574506061,5.690753723722397,5.83781265900509,6.584766361768991,5.608643487504679,5.7961229523840565,5.133006055748342,5.467509775360491,6.741988378859894,7.004625489775206,5.664296306889176,6.1218371650236065,5.846841114098722,5.679533850486216,7.788442550193936,6.54726746619144,5.875621175980804,5.896028332383334,5.447045422736055,5.769549568179259,6.743777289388063
b1110,4.086162140767138,3.6498131712893223,4.65438814289301,5.753219322709036,5.930512265147205,5.684916117867079,5.3688782021352734,5.510578419428197,5.8302748233405755,5.352736300572407,5.27439234100954,5.072979303796319,4.934054595201777,4.7525503719131095,6.665583113841297,8.206363600539888,7.558623059028379,5.4264735687439885,4.265249805443177,6.968553805702793,6.381500261849695,5.362955202400443,4.643857220133706,5.806686516462468,4.746551962356233,6.749676556401569,6.585448941015253,7.971184288405937,7.38367764353735,5.2408326795822795,4.3742237853305985,6.782047684769777,6.092735502892597,5.247717808119256,4.68164202750805,5.380901805004592,5.181027061389215,6.779663758413769,6.596793387220187,8.042746019691927,7.5544187419123,5.430413590722808,3.8827485950156695,7.320137386468732,6.602628294516289,5.07889875177769,4.8036816832067,5.461458046940804,5.17343388047141,6.750428692938617
b1111,6.300661317842734,5.884503549614453,6.471050888912148,6.559810044077513,6.299464832414074,6.269723293784933,6.429131481902825,6.359077346402847,6.400621956683534,6.267210400939557,6.328483431198234,6.386415399445452,6.524901959892231,6.489306602555207,6.02139030474619,5.745222776626662,6.1261092941387005,6.615878877742091,6.449739455602599,7.130998460263174,7.052269888670881,6.062673679751799,6.280648503026578,5.884691100619326,6.096396104683742,6.090655889715689,5.775113527852168,5.717784204747613,5.9922866013619345,6.600953641804261,6.525397502778459,7.013487505725637,7.315745625944635,6.043846803680372,6.373566645890454,5.8549968068635305,5.892872530744333,6.128824093032019,5.928074321890957,5.747895415047285,6.142985362618936,6.748106675716998,6.415423357004986,7.306586093094172,7.391655238868531,6.4737691482721385,6.353029552954471,6.295848314291693,6.200346601610086,6.319779776990702
b1112,7.279293815532933,7.108616162036193,4.690313144421058,6.658970748296224,6.007785996434555,5.829687564199088,6.980779477467242,7.067300399596587,7.394800460884253,3.892598571361051,3.685853393749447,4.490841750457531,4.54933825379124,4.882086288878462,5.758103954300264,5.39152254561789,5.893386132251069,2.453103342027846,2.579351656023865,6.225460675367284,6.501190000516591,4.818166412048662,4.951399314086288,4.073324847729768,3.685443372262982,5.4467332579439445,5.247522939145525,5.275742089324037,5.369982045491378,2.8434089525647193,3.2217480844294526,6.084509105084554,6.669995484408031,4.460860556502817,4.96737135489876,2.8501100198145113,4.103418368615225,5.425455164863772,6.009536324895734,5.289902363782869,5.556535085434891,3.577770478848959,3.131137888249903,12.24707317167252,6.7762621981648286,4.115119173283483,4.858704602444851,3.5077454905544654,3.534674475442255,5.672077790820073
b1113,5.142879258167435,4.238647475726717,5.075556348073753,5.744652133400769,5.663960476306586,5.687775568214052,5.311266271295488,5.3887283168273195,5.633056631199837,5.2191135773767305,5.294435152708032,5.318169772493702,5.1131587157219895,5.010773344119736,6.2227723117169065,5.606906407015248,4.891799398357242,5.955857039137302,5.79873219355716,4.483377281223248,3.9949317553049704,5.008560218996432,4.848355687353312,5.705676213296641,6.092232364405821,6.30270089224018,6.252841063205188,5.7456961028741595,4.938029994426276,6.02859439637127,5.861115240010207,4.418435470073222,4.284829455693133,5.337142426588809,4.930922498643513,5.832507549663943,5.932789853546154,6.383181354976912,6.305055002013457,5.69956372941194,4.919892760384261,6.079769808955037,5.9110815002358,2.155612578303175,4.2249719033698465,5.173420537407691,5.067106924693951,6.139291027355816,6.157318795095691,6.371592069719668
b1114,6.668295672068579,6.124481566560999,6.224772353896932,6.624376316925302,6.551432024495238,6.551807015820226,6.550174939539865,6.566155308431436,6.573236712402225,6.1840424776004355,6.247631891625175,6.268467679009148,6.247356125072991,6.239954905937089,6.405252133140192,6.72181904195274,6.726881758385403,5.908284032896739,5.971196065818914,6.8518716581688315,6.8284166030427516,6.161620706927015,6.2046835672424425,5.8876292312215135,6.104543139631734,6.319868399930069,6.267369554518195,6.694675672915064,6.684559033930617,5.938375398216845,6.00090397508903,6.714008535891319,6.831914866942188,6.090840285081515,6.260730360352219,5.86709132026862,5.978730422896729,6.274736374211607,6.38680989056814,6.698837483423532,6.768446045545656,5.985904143031347,5.941084539347686,6.643179925759353,6.891738261329531,6.255061094821083,6.270241484462992,6.02805377067192,6.151836322945333,6.299424248508013
b1115,0.8750150853584664,1.3053240197065326,1.9351042703295849,2.374035392722269,1.5814661839936055,1.8882510988459476,1.5596095130639867,1.3584415585127023,1.4133273201775778,1.514637216832943,1.2552606202545862,1.5631242522423825,1.510160481208315,1.234385711771974,1.1212386142596933,1.8970735425198133,1.5814078902783448,1.385615583093472,1.5813694279576584,1.7549628386213234,2.114217182642935,1.7297832970429998,1.9843437528928214,1.8220504975528593,1.7430316674905886,1.9936483507701515,1.5499308846088504,1.8492387282766318,1.5998691411581647,1.4835152975634736,1.2872476659046044,2.0582610064704046,2.3169285425923065,1.4685705179683277,1.5367623073087193,1.5073942311230017,1.6261006304081642,1.2871843932932854,1.7160716746136495,2.285235665040509,1.973214033411967,1.8281544932845244,1.3525871986248192,1.8566887794623912,1.935518952858267,1.6966594509055657,1.6243435371193151,1.7042430686667038,1.44528001114531,1.7100959412546577
b1116,7.078505378230631,6.377344672025866,6.175172247629302,6.387147139299542,6.232227558540114,6.178971898292371,6.3147639998931195,6.564295060041149,6.572717925410673,6.0145911192969495,5.824224339101106,5.780299696367672,6.017915847313709,5.933359788063296,6.294011402290106,6.536011327892498,6.532964155410636,5.585455972717019,5.652228318385316,6.357416918970417,6.541643814911187,5.910956113403913,6.081748128787578,5.7313051302579066,5.526519504105503,5.98648556533298,6.304266086793094,6.516328186426162,6.479782364655094,5.613262235609249,5.5387111797099315,6.409128898274122,6.749156722460489,6.124629502195777,5.888264833411266,5.759558668651536,5.900782989105622,5.971340857110466,6.151274431094015,6.520243566219699,6.20482768194866,5.421384774448834,5.652351715179756,2.274911277789811,6.706613857501203,5.963524050594954,5.771740911343402,5.746757420062819,5.630620277581923,5.914763628778532
b1117,7.0515788808404505,6.354078329615222,5.981125551036391,6.592010998559882,6.598366467264175,6.39812920727828,6.4631828399103455,6.509900453029289,6.67049095710173,6.15396412449218,6.048696521560555,6.124951840349631,6.082436727096996,6.023222447414792,6.0357444215773715,6.760700836593988,6.464324234248821,5.626730283237835,5.444794166733518,6.616828632808375,6.183639543368017,6.059601475744403,5.881472701308228,5.617861276293729,5.594788896625272,5.992016933135343,6.218908478562085,6.739849694647647,6.646125917864451,5.58009858144521,5.578163346366,6.748495541784417,6.397719377520766,5.9875827859648,6.013886479415822,5.777167445091213,5.51857778626911,5.9276967901002235,5.995644308026649,6.82469357914518,6.837039747391976,5.709411438170759,5.618670915095483,3.1440137053104236,6.527879224830222,6.012668183046409,5.848690526378768,5.886223320255217,5.879526341617601,6.039949150354751
b1118,6.964402818299071,6.982537656809113,6.913794070111288,7.197233459271658,7.1261368871161945,7.035865539108233,7.006974639635632,6.997236061990229,7.0734343855590955,7.0397662317661425,7.013099800990192,7.027350457128596,6.893085169304341,6.8423318462518505,6.941174855609559,7.19842942769821,7.119579740541186,6.981288954702388,6.902092953632827,7.181674921514518,6.898718892040867,7.097008877487072,7.050216622272698,7.194474381043798,6.981065118130573,6.873597311863212,6.94836212283868,7.182476275934902,7.199558863350631,7.185019212825996,7.074708052600088,7.200960680217297,6.911780782846059,6.923384319810419,7.041353774433666,7.280923471971818,7.166129234654685,6.907950432381559,7.031520683975004,7.26023156464667,7.158297076513565,7.067113444362671,6.987786320872212,4.338003187431401,6.954231793390132,7.016999351427345,6.886103807415133,7.038625500098397,7.110416175058643,6.96205000291124
b1119,7.182798620471161,7.203323062687991,7.137214114556332,7.679495367636401,7.567552698791788,7.549913841299046,7.5168210389480965,7.421888588703274,7.467610331358734,7.277948964689304,7.385110312898677,7.300497833323909,7.282985086758286,7.226140773151187,7.009355699741402,7.601672956907638,7.4287751891018114,7.224089357423049,7.136090996841277,7.528116900284729,7.515629026903437,7.3456497044943,7.308696969527881,7.3072176960985145,7.142521773857015,7.098312379000044,7.038973677184755,7.496618928590484,7.559643401183262,7.360569850227995,7.29967560598363,7.626439553633165,7.461550749738492,7.1360105700145935,7.315604903470442,7.326137315722799,7.274394100879328,7.08801194104757,7.1039373444023095,7.660917245161407,7.654838424330326,7.1699791465909355,7.159703329524423,5.45297213660645,7.466312427664374,7.2382996422772825,7.196451095655759,7.276047663411118,7.4225114435706105,7.120641699204932
b1120,7.063004297509515,6.734041643951052,6.552696084862862,7.426827430539276,7.2999175590543555,7.293695130455858,7.355586480009353,7.31675850719159,7.3356223117254835,6.589207842540611,6.7108109235398254,6.697387376836443,6.554466579082978,6.574671832563635,6.522251630896487,7.291274814749198,7.282765071903027,6.585775058051209,6.6894359270126005,7.140566051852891,7.324420336207753,6.591322571927097,6.602107326610731,6.568594946804477,6.633609656754632,6.59609178416818,6.617822823351922,7.329758120419309,7.261112878403526,6.550996626585539,6.67819565022813,7.048859939561966,7.222036181609761,6.495215731100256,6.613638832979546,6.729803017500414,6.476495538461894,6.688145438953791,6.6348233369489344,7.201001269445972,7.247468073145738,6.691933204255736,6.605047472208621,5.417814976069439,7.210842783098866,6.6770917167752115,6.617798155847967,6.713684473862298,6.788287237949475,6.566511396371385
b1121,1.4067182180003837,0.96253748839407,0.617214165136175,1.7234745998526857,1.3801031404893882,1.6486992988580624,1.059785438667106,1.6992554435779572,1.1321072150898601,0.27581625784936015,1.106929725665789,0.8033126784077707,0.9070167639967819,0.6244366190199095,0.8479519272150399,0.7805776418023203,1.0769775093902807,0.6066490805113927,0.4065073699665661,1.054994218502532,1.0741109944275218,1.0098271858336405,0.5211737116708747,0.15712218319226562,0.4247636646078329,0.9090278246532889,0.7524436503269113,1.151765539574248,1.0038891111475945,0.9684928174821987,0.5218315794258259,1.0545069284267166,1.411202933533641,0.5442577946530209,0.6440073977614028,0.8767413139315884,1.1123964098978276,0.7256249207354424,1.026430141793977,1.2131837586225893,1.2444759421642602,0.7060344140081545,0.7088276551177811,2.6301601433269126,1.0129021705685706,0.14922037570503904,0.9865917473295805,0.8008277464159985,0.7399936608682047,0.5278492259683479
b1122,2.9771110602671973,1.9562161160939389,1.753048497796057,2.80761563225751,2.381653331942152,2.4482269241407026,1.1601922445033972,2.3901107240160027,1.94465344307552,1.5747683796983676,2.3562214093410376,1.3983768717332978,2.185762158276991,1.51091647962298,2.174063154437518,2.346611734481225,2.49369567562474,2.668156699683081,1.769196954426946,2.108660996851116,0.9589669848260193,2.027712406620973,1.080417379497487,1.9809375224306063,1.2413662353500627,1.9300740297188,2.1086304590650435,2.2497542149321483,2.344233052999857,2.211363560910837,1.5162879891601346,1.5960940218207318,2.1985026864745,1.976312977030773,1.3433853599219163,1.5039197988614559,1.216002003459349,2.1205924321713594,2.4138567480718045,2.8361273069371795,3.0773715622351023,2.0196189135622715,2.2607580959801474,2.2864267907585365,1.3478420705491745,1.692952934142216,1.0823370740783986,2.0278114829387306,1.717656502405786,1.9370599816455119
b1123,8.342632995832432,8.083060316035073,7.938426437440281,8.020162573796615,8.071780862069508,8.041122580174017,8.213299598338578,8.003082995224453,8.130888191317009,7.998513842979384,8.05469420650133,8.070570639879964,8.001292286237044,8.078826561264899,8.339203301750468,8.237256792481723,8.378017123776836,8.017750608520105,8.044458496753297,7.789553334574751,7.813788158622774,7.798380779465585,7.828664048271543,7.771242842437045,8.120258263884672,8.190074661173352,8.200766709957085,8.214450673136993,8.283720488471205,7.843761760405736,8.039237061190123,7.717522086340608,7.676686504696463,8.030532375354346,7.933003191066922,7.760125080809922,7.694047022946165,8.256872357043758,8.378748440210119,8.186402906135863,8.314069888148529,8.06380849919886,8.016533123182137,5.018663746316215,7.67083754653453,7.951387781782084,7.9582448839795905,8.097956822946426,7.980158390718108,8.1793508389921
b1124,6.123710495099318,5.684440828289013,5.425142446955727,6.048338404676578,5.834006895251056,5.7450099741975995,5.865183851210395,5.987557870644385,6.123504873190249,5.683427352978015,5.782164840024602,5.824571660643907,5.667709675560367,5.600414400864352,5.753949704869124,5.431301847554103,5.5282815645865115,5.727405383318263,5.765678593881692,5.5143838166657115,5.1160486678978945,5.645914815981179,5.590312877606886,5.682539313403768,5.515265372771778,5.821101189445567,5.862681830375969,5.600962015238375,5.508660234017004,5.586664941051513,5.733975940195779,5.523557003753394,5.008289431010113,5.650572791603156,5.429771973275008,5.572696494367106,5.422983487493929,5.889313610553742,5.804468557467991,5.381407444479663,5.609156460718807,5.736520014056734,5.665201302332312,2.6582715908358874,5.36411149729363,5.646710379374935,5.660221226967608,5.832231047162706,5.6211880029856856,5.816434752515038
b1125,6.533866780334053,5.82908984060364,5.440646089228372,6.193114049219555,6.054024213476042,5.991644242638741,6.234570814936513,6.481625923895873,6.512294811620814,5.702998244300734,5.740847776827628,5.737084853468511,5.670509149645579,5.668320014404294,5.78452599367289,5.614550203106182,5.4242989304514895,5.746815731554344,5.489828710751422,5.715695694302172,4.789204295372337,5.304863543250585,5.267677461170738,5.501280384493922,5.271458548961926,5.93354352470525,5.892134924280385,5.5326744663824625,5.720670320936244,5.644743172009917,5.69678028221131,5.609537153478986,5.2719402576620285,5.382696764293717,5.765579427056578,5.449152883660196,5.096739348008681,6.066520419479366,5.813158802218828,5.590108797646177,5.980876214110283,5.704156482849094,5.697284042365678,3.339138787786882,5.37216672602951,5.734173175883204,5.3939614278617505,6.005379537689063,5.586276087108491,6.0658095601817426
b1126,7.567163641327298,6.57869570653445,6.98496108269769,7.276557009419528,7.194286240307259,7.210616427725116,7.336725934994474,7.637624421576173,7.691250646196276,6.549803178438942,6.660508413923578,6.569179851938064,6.907269711491382,6.935413641961302,7.0846191950460575,6.713426057354067,7.149691603133296,6.808232180365055,6.897215830989876,6.565390741738729,6.945723873680039,6.559492360668093,6.675633545221688,6.6825944793459096,6.58775596669103,6.844300712895258,6.900350494118909,6.645553181279239,7.005631372388695,6.712476541763049,6.838892841474433,6.495630521969805,7.351420948927624,6.67757894802867,6.654219914917748,6.4897027740477915,6.459421351135817,6.836879805502197,6.789439062873218,6.690792661107204,6.729669689774585,6.79958355340917,7.005195082037631,3.8133024603865606,7.141401421706497,6.673851741312533,6.707718873675078,6.856875559355941,6.589994846739453,6.802101096674569
b1127,7.3818275116564855,7.751358121275274,6.784567393021577,6.850309257690755,6.924957044264878,6.77957776843408,6.943136768129847,6.722194000597595,6.739224869297772,6.898883765878319,6.835225721412534,6.8722582161815255,6.808313107885409,6.748212418363055,6.555064351862963,6.3178890804585,6.494886821219819,6.917216820518875,6.871423899195837,6.86361743155809,6.690520777102144,6.991365202871945,7.11613923297923,7.0202855884002755,6.809575420081563,6.80804544610771,6.702723042053243,6.213863170044655,6.611967219216204,6.984676776859875,6.955195703109766,6.907484796943978,6.69077802017917,7.005890531922981,6.967784537933545,7.202967270594243,7.067060792450555,6.803201719123498,6.658517660456963,6.369813718847979,6.492053441757154,6.78045751715784,6.738833313052101,5.522242020004275,6.87671447155463,6.874282773526707,6.838749858018416,6.804482230688471,6.856057146207039,6.923360821544635
